jop name,laocation,company name,experience,experience year,skills
SR PLANNING AND BUSINESS SUPPORT SPECIALIST,"Doha, Qatar ",Mekdam Holding Group,Not specified,None,"[' ∑ Customer Service/Support', ' ∑ IT/Software Development', ' ∑ Business Development', ' ∑ Customer Service', ' ∑ Customer Care', ' ∑ Customer Support', ' ∑ Business Administration', 'Computer Science', ' ∑ Information Technology (IT)']"
Network Admin Support Lead,"Doha, Qatar ",Foreground Consultancy,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', ' ∑ sales', 'computer science', ' ∑ sales skills', ' ∑ engineering', ' ∑ administration', ' ∑ admin']"
Lead of Site Planning EPC-3/4 (N-1217-1),"Doha, Qatar ",Mekdam Holding Group,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', ' ∑ engineering', 'computer science', ' ∑ sales', ' ∑ english', ' ∑ sap', ' ∑ software']"
Business Analyst,"Cairo, Egypt ",DX Republic,Experienced,3 - 5 Yrs of Exp,"[' ∑ Analyst/Research', ' ∑ Analysis', ' ∑ analytical', ' ∑ Business Analysis', ' ∑ Computer Engineering', ' ∑ Communication skills', ' ∑ Business Analyst', 'Computer Science']"
Senior Administration Analyst,"Riyadh, Saudi Arabia ",Raytheon,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Computer Engineering', ' ∑ Engineering', ' ∑ Software Development']"
Power Apps and Power Automate Developer,"Abu Dhabi, United Arab Emirates ",UHRS,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ SQL', ' ∑ BI', ' ∑ Business Intelligence', ' ∑ Power BI', ' ∑ SharePoint']"
Business Analyst - Saudi National Preferred,"Riyadh, Saudi Arabia ",Persistence Recruitment,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Software Development', ' ∑ Software', ' ∑ Computer Engineering']"
Experience Management Lead - Assurance (Workforce planning),"Riyadh, Saudi Arabia ",Ernst & Young - MENA,Manager,∑ Customer Service/Support,"[' ∑ Operations/Management', ' ∑ Sales/Retail', '', ' ∑ Sales', ' ∑ Customer Care', ' ∑ Customer Service', ' ∑ Management', ' ∑ Customer Support', ' ∑ Information Technology (IT)', ' ∑ Sales Skills']"
GRC Consultant,"Riyadh, Saudi Arabia ",Help AG,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Training/Instructor', ' ∑ information technology (it)', 'computer science', ' ∑ computer engineering', ' ∑ cissp', ' ∑ cisa', ' ∑ cism', ' ∑ iso']"
Senior SEO Specialist,"Cairo, Egypt ",BayanTech,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Media/Journalism/Publishing', ' ∑ Marketing', ' ∑ Social Media', ' ∑ SEO', ' ∑ E-marketing', ' ∑ Digital Marketing', ' ∑ Media', ' ∑ Human Resources (HR)']"
Operating System Administrator,"Riyadh, Saudi Arabia ",inbox,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ System Administration', ' ∑ Engineering', ' ∑ Installation', ' ∑ Linux', ' ∑ Computer Engineering']"
Business Analyst,"Riyadh, Saudi Arabia ",inbox,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Software Development', ' ∑ Software', ' ∑ Computer Engineering']"
Devops Engineer,"New Cairo, Cairo, Egypt ",eVision,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ DevOps', ' ∑ Information Technology (IT)', ' ∑ Oracle', ' ∑ Engineering', 'Computer Science', ' ∑ Agile']"
"QA Engineer, Fintech","Cairo, Egypt ",Optasia,Experienced,3 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ QA', ' ∑ quality', ' ∑ Quality Assurance', ' ∑ Quality Control', ' ∑ Software', ' ∑ SQL', ' ∑ Python', ' ∑ Engineering']"
Quality Assurance Testing Engineer,"Mohandessin, Giza, Egypt ",Confidential,Entry Level,0 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Communication', 'Computer Science', ' ∑ Engineering', ' ∑ quality', ' ∑ Quality Assurance', ' ∑ Quality Control', ' ∑ Software Development']"
IT Executive - Giza,"Dokki, Giza, Egypt ",Confidential,Entry Level,2 - 3 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', 'Computer Science', ' ∑ Hardware', ' ∑ Information Technology (IT)', ' ∑ English', ' ∑ computer', ' ∑ Communication', ' ∑ IT', ' ∑ Software']"
Quality Control Engineer,"Cairo, Egypt ",Obeikan Digital Solutions,Experienced,2 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Agile', 'Computer Science', ' ∑ Engineering', ' ∑ English', ' ∑ quality', ' ∑ Quality Assurance', ' ∑ Quality Control', 'Science', ' ∑ Software']"
Full Stack Web Developer,"Cairo, Egypt ",IQRA Network,Experienced,2 - 5 Yrs of Exp,"[' ∑ Creative/Design/Art', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Full Stack', ' ∑ HTML', ' ∑ Information Technology (IT)', ' ∑ Java', ' ∑ JavaScript', ' ∑ jQuery']"
Quality Control Chemist,"Alsadat City, Monufya, Egypt ",GlassRock Insulation Co.,Experienced,1 - 4 Yrs of Exp,"[' ∑ Quality', ' ∑ quality', ' ∑ Quality Assurance', ' ∑ Quality Control', 'Science']"
Senior Flutter Developer,"Nasr City, Cairo, Egypt ",DEVOPSOLUTION,Experienced,4+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Flutter', ' ∑ Software Development', ' ∑ Android', ' ∑ RESTful', ' ∑ APIs', ' ∑ Development', ' ∑ Flutter Development']"
Senior Aris Developer,"Cairo, Egypt ",Giza Arabia Systems,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Development', ' ∑ javaScript', ' ∑ Software Engineering', ' ∑ CSS', ' ∑ HTML']"
Software Developer I (UI/UX) - Web GIS (Raster & Imagery),"Sharjah, United Arab Emirates ",Esri,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Software Development', 'Computer Science', ' ∑ Software Engineering', ' ∑ C#', ' ∑ SQL', ' ∑ .NET']"
Senior Business Development Coordinator,"Dubai, United Arab Emirates ",Aedas,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', '', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target', ' ∑ Marketing', ' ∑ Customer Service', ' ∑ Microsoft Office']"
IMS Technician(Onshore/ Offshore),"Doha, Qatar ",Applus+,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ business administration', 'computer science', ' ∑ finance', ' ∑ help desk']"
Audit & Compliance Senior Supervisor,"Maadi, Cairo, Egypt ",Xceed Contact Center,Experienced,5 - 6 Yrs of Exp,"[' ∑ Operations/Management', ' ∑ Strategy/Consulting', ' ∑ Engineering - Telecom/Technology', ' ∑ Compliance', 'Computer Science', ' ∑ Engineering', ' ∑ Auditing', ' ∑ Quality Auditing', ' ∑ audit & Compliance', 'Data Governance (DG)']"
Senior Full-Stack Java Developer (Java &Angular),"New Cairo, Cairo, Egypt ",CrossWorkers,Experienced,6+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Angular', ' ∑ Development', ' ∑ Java', ' ∑ Software', ' ∑ Software Engineering', 'Computer Science']"
Senior Full Stack Developer,"New Cairo, Cairo, Egypt ",EGID company,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Angular', ' ∑ Full Stack', ' ∑ Software Development', ' ∑ SQL', ' ∑ Web Development', ' ∑ Agile']"
System Administrator,"New Cairo, Cairo, Egypt ",MedVAlley S.A.E,Entry Level,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Administrator', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Networks', ' ∑ Security', ' ∑ LAN', ' ∑ System administrator', ' ∑ System Administration', ' ∑ WAN']"
Business Analyst,"Nasr City, Cairo, Egypt ",Informatique Education,Experienced,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ business', ' ∑ Communication skills', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ quality', ' ∑ systems analysis']"
DLP Engineer,"Riyadh, Saudi Arabia ",ManpowerGroup Middle East,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ DLP', ' ∑ Engineering', ' ∑ Fortinet', ' ∑ Information Technology (IT)', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target']"
IT Service Delivery Specialist (UAE National),"Dubai, United Arab Emirates ",Charterhouse Middle East,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Computer Engineering', ' ∑ Installation', ' ∑ Customer Service', ' ∑ Microsoft Office', ' ∑ SAP']"
System Administrator,"Cairo, Egypt ",Arabia for Information Technology,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Linux', ' ∑ Windows Server', ' ∑ Server Administration', 'Data Center Management', ' ∑ Ubuntu', ' ∑ RHEL', ' ∑ CentOS']"
Graduate Process Engineer (UAE National),"Dubai, United Arab Emirates ",Wood,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Mechanical Engineering', ' ∑ Production', ' ∑ Electrical Engineering', ' ∑ Mechatronics', ' ∑ Industrial Engineering', ' ∑ Information Technology (IT)']"
Head of Technical Delivery- Government Business Solutions,"Cairo, Egypt ",Giza Arabia Systems,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ engineering', ' ∑ sales', ' ∑ software development', ' ∑ project management', ' ∑ software']"
IT System Admin,"Obour City, Cairo, Egypt ",Delta Egypt For Lighting,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Computer Engineering', ' ∑ Administration', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ Linux', 'Computer Science', ' ∑ System Administration', ' ∑ Network Administration']"
Full-Stack .NET Web Developer,"Mokattam, Cairo, Egypt ",Nahr Development,Entry Level,6 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ ASP.NET', ' ∑ .NET', ' ∑ C#', ' ∑ Microsoft SQL Server', ' ∑ ADO.NET', ' ∑ JavaScript', ' ∑ MVC']"
Quality Control Specialist,"10th of Ramadan City, Sharqia, Egypt ",El Mohandess Print House,Experienced,1 - 3 Yrs of Exp,"['∑ males_only', ' ∑ Quality', ' ∑ Quality Control', ' ∑ Quality Assurance', ' ∑ Manufacturings', ' ∑ Product Testing', ' ∑ Analytical', 'Science', ' ∑ quality', ' ∑ Manufacturing', ' ∑ Control']"
Business Analyst Intern,"Abu Dhabi, United Arab Emirates ",McKinsey & Company,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Business Development', ' ∑ Software Development', ' ∑ Software']"
Chief Financial Officer,"Dubai, United Arab Emirates ",Career Raiser,Not specified,None,"[' ∑ Operations/Management', ' ∑ C-Level Executive/GM/Director', ' ∑ Finance', ' ∑ Accounting', ' ∑ Financial Management', ' ∑ Financial Analysis', ' ∑ Management', ' ∑ MBA', ' ∑ Microsoft Office']"
IT Manager,"Nasr City, Cairo, Egypt ",Noases,Manager,10 - 15 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ computer', ' ∑ Computer Engineering', ' ∑ Communication', ' ∑ Information technology', ' ∑ Information Technology (IT)', ' ∑ Infrastructure', ' ∑ IT', 'Computer Science', ' ∑ technical']"
Senior Application Analyst,"Doha, Qatar ",Mekdam Holding Group,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Software Development', ' ∑ Engineering', ' ∑ Software']"
Network Systems Engineer (Pre-Sales) - Cloud Networking,"Riyadh, Saudi Arabia ","Arista Networks, Inc.",Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Computer Engineering', ' ∑ Installation', ' ∑ Networking', ' ∑ Networks']"
Quality Assurance Tester,"Maadi, Cairo, Egypt ",Al Ahly capital holding - Al Ahly Tamkeen,Entry Level,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Quality Assurance', ' ∑ QA', 'Computer Science', ' ∑ Testing', ' ∑ SQL', ' ∑ ITIL', ' ∑ Software', ' ∑ Quality Control']"
System Admin,"Cairo, Egypt ",BayanTech,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ System Administration', ' ∑ Administration', ' ∑ Engineering', ' ∑ Linux', ' ∑ Troubleshooting']"
Senior Android Developer,"Cairo, Egypt ",YOUXEl Technology,Experienced,3 - 6 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ senior android developer']"
Oracle ADF Developer,"10th of Ramadan City, Cairo, Egypt ",Confidential,Entry Level,1 - 3 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Communication', ' ∑ computer', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Oracle', 'Science', ' ∑ Software Development']"
Electronics Design and Development Engineer,"Dubai, United Arab Emirates ",Allsopp & Allsopp Recruitment,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Electronics', ' ∑ Design', ' ∑ Electrical Engineering', ' ∑ Engineering', ' ∑ Microcontrollers', ' ∑ Communication', ' ∑ Mechanical Engineering']"
Lead Engineer,"Riyadh, Saudi Arabia ",Bureau Veritas Group,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Engineering', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ Computer Engineering', ' ∑ Sales']"
Technical Trainer,"Cairo, Egypt ",FlairsTech,Experienced,3 - 4 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Communication skills', ' ∑ Development', ' ∑ Technical Training', ' ∑ Training', ' ∑ Cloud']"
Web Content manager,"Dubai, United Arab Emirates ",ManpowerGroup Middle East,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Media/Journalism/Publishing', ' ∑ Marketing', ' ∑ Social Media', ' ∑ SEO', ' ∑ Digital Marketing', ' ∑ Content Management', ' ∑ E-marketing', ' ∑ Media']"
Senior Financial Analyst,"Cairo, Egypt ",Merck Sharp & Dohme Corp,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Finance', ' ∑ Accounting', ' ∑ Financial Analysis', ' ∑ Information Technology (IT)', ' ∑ Analysis', 'Computer Science', ' ∑ Business Analysis']"
Salesforce Senior Developer,"Cairo, Egypt ",Confidential,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ APIs', 'Computer Science', ' ∑ SOAP', ' ∑ Programming', ' ∑ REST']"
Senior ARC GIS Developer,"Mansoura, Dakahlia, Egypt ",qTech.,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Information Technology (IT)', ' ∑ Web Development', ' ∑ GIS', ' ∑ Software Development', ' ∑ System Analysis', ' ∑ Web Design', ' ∑ Software Engineering', 'Computer Science']"
Senior Infrastructure Engineer,"Sheikh Zayed, Giza, Egypt ",Lumin,Experienced,6 - 8 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ CCNA', ' ∑ Communication', ' ∑ Communication skills', ' ∑ Information Technology (IT)', ' ∑ Infrastructure', ' ∑ Networking', ' ∑ computer', 'Computer Science', ' ∑ Engineering']"
Senior Manager ñ Trade Product Management,"Dubai, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Marketing', ' ∑ Sales Skills', ' ∑ Information Technology (IT)', ' ∑ Project Management', ' ∑ Customer Service', ' ∑ Product Management']"
Product Owner,"Downtown, Cairo, Egypt ",waffarha.com,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Agile', ' ∑ Communication', 'Computer Science', ' ∑ English', ' ∑ Software Development', ' ∑ Analytical Skills']"
Senior Customer Success Manager,"Dubai, United Arab Emirates ",Uplift People Consulting,Not specified,None,"[' ∑ Operations/Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Customer Service', ' ∑ Customer Care', ' ∑ Customer Support', ' ∑ Sales', ' ∑ Information Technology (IT)', ' ∑ Sales Skills', ' ∑ Management']"
